Listing_type,URL,Bedrooms,Bathrooms,Area_sqm,Price_monthly,Price_annualy,Sale_price,Furnished,Pool,Floor,Floor_type,Location,Description,Specialities
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B4%D8%A8%D9%87-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-365%D9%85/HMM-S-6447,3,3,365.0,,,575000,0,0,طابق شبه أرضي,Normal,"دابوق,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - بلكونة - غرفة خادمة - مخزن عدد 2 - كراج - مداخل عدد 3,ارضيات بورسلان - تكييف مركزي - تدفئة تحت البلاط - ديكورات جبصين - حمامات معلقة - شاور بوكس - اباجورات كهربائية - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-340%D9%85/HMM-S-6449,4,6,340.0,,,,0,0,طابق أول,Normal,"دير غبار,  عمان,  الأردن",غرف نوم عدد 4 (ماستر عدد 3) - حمامات عدد 6 ndash; صالون ndash; غرفة معيشه - مطبخ ndash; بلكونة عدد 2 - غرفة خادمة وغرفة غسيل - كراج,
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-220%D9%85/HMM-S-6461,3,4,220.0,,,200000,0,0,طابق أخير مع روف,Duplex,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرف معيشه عدد 2 - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - كراج - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-235%D9%85/HMM-S-6465,4,4,235.0,,,200000,0,0,طابق أول,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 4 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - كراج - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-297%D9%85/HMM-S-6467,4,5,297.0,,,260000,0,0,طابق أخير مع روف,Duplex,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشه عدد 2 - مطبخ - ترس - بلكونة عدد 2 - غرفة خادمة و غرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-240%D9%85/HMM-S-6468,4,4,240.0,,,200000,0,0,طابق أرضي,Normal,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة و غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - كراج - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D8%B1%D8%B3%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-303%D9%85/HMM-S-6475,4,5,303.0,,,200000,0,0,طابق أرضي,Full Floor,"الكرسي,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - ترس - مخزن - غرفة خادمة وغرفة غسيل - كراج خاص عدد 2 - مداخل عدد 2,ارضيات رخام + باركيه -تكييف وحدات - روديتر ديزل - مطبخ راكب - خزائن حائط - ديكورات جبصين + خشبية - جاكوزي - اباجورات كهربائية - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-340%D9%85/HMM-S-6476,4,4,340.0,,,380000,0,0,روف,Full Floor,"ام السماق,  عمان,  الأردن",غرف نوم عدد 4 (ماستر 2) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - مخزن - غرفة خادمة وغرفة غسيل - كراج - مداخل عدد 2,ارضيات بورسلان - تكييف وحدات - تدفئة على الغاز - خزائن بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - كراج - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-341%D9%85/HMM-S-6489,4,6,341.0,,,,0,0,طابق شبه أرضي,Full Floor,"دير غبار,  عمان,  الأردن",غرف نوم عدد 4 (ماستر عدد 3) - حمامات عدد 6 ndash; صالون ndash; غرفة معيشه - مطبخ ndash; ترس عدد 3 - كراج,
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%84%D8%AB-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D8%B0%D9%8A%D9%86%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-193%D9%85/HMM-S-6495,2,4,193.0,,,130000,0,0,طابق ثالث,Normal,"ام اذينة,  عمان,  الأردن",غرف نوم ماستر عدد 2 - حمامات عدد 4- صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة وغرفة غسيل - مخزن- كراج,"السعر: 130,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-160%D9%85/HMM-S-6511,3,4,160.0,,,210000,0,0,تسوية أولى,Normal,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر )- حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج,تكييف مركزي - تدفئة تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-240%D9%85/HMM-S-6558,3,4,240.0,,,235000,0,0,طابق أخير مع روف,Duplex,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرف معيشه عدد 2 - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,"السعر: 235,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D9%87-%D9%85%D8%B9-%D9%83%D8%B1%D8%A7%D8%AC-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D8%B0%D9%8A%D9%86%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-6567,3,3,220.0,,,170000,0,0,طابق أرضي,Normal,"ام اذينة,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - غرفة معيشه - صالون - مطبخ - ترس عدد 2 - بلكونة عدد 2 - مخزن - غرفة خادمة و غرفة غسيل - كراج خاص (يتسع ل 3 سيارات) - مداخل عدد 2,ارضيات رخام - تكييف وحدات - روديتر ديزل - مطبخ راكب - ديكورات جبصين - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - تشطيبات ديلوكس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%A8%D9%88%D8%A9-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-140%D9%85/HMM-S-6582,3,3,140.0,,,83000,0,0,طابق أول,Normal,"ربوة عبدون,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن - كراج,"السعر: 83,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D9%87-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AE%D9%84%D9%81-%D8%A7%D9%84%D9%85%D9%88%D9%81%D9%8A%D9%86%D8%A8%D9%8A%D9%83-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-500%D9%85/HMM-S-6594,5,5,501.0,,,400000,0,0,طابق ثاني,Full Floor,"تلاع العلي,  عمان,  الأردن",غرف نوم عدد 5 ( 3 ماستر ) - حمامات عدد 5 - صالون - غرفة معيشه - مطابخ عدد 2 - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج عدد 2,"السعر: 400,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-170%D9%85/HMM-S-6643,2,2,170.0,,,200000,1,0,تسوية أولى,Normal,"دابوق,  عمان,  الأردن",غرف نوم ماستر عدد 2 - حمامات عدد 2 - صالون - غرفة معيشه - مطبخ - غرفة غسيل - مخزن - كراج,"السعر: 200,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AC-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-361%D9%85/HMM-S-6685,6,6,361.0,,,150000,0,0,طابق أخير مع روف,Duplex,"مرج الحمام,  عمان,  الأردن",غرف نوم عدد 6 (3 ماستر) - حمامات عدد 6 - صالون - غرف معيشة عدد 2 - مطبخ - ترس - بلكونات عدد 2 - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,"السعر: 150,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-170%D9%85/HMM-S-6708,3,3,170.0,,,115000,0,0,طابق أول,Normal,"شارع المطار,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر ) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلكوس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-250%D9%85/HMM-S-6720,4,5,250.0,,,340000,0,0,طابق أرضي,Normal,"عبدون,  عمان,  الأردن",غرف نوم عدد 4 ( 2 ماستر ) - حمامات عدد 5 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج خاص - مداخل عدد 2,"السعر: 340,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-260%D9%85/HMM-S-6726,4,5,260.0,,,165000,0,0,طابق أخير مع روف,,"شارع المطار,  عمان,  الأردن",غرف نوم عدد 4 ( 2 ماستر ) - حمامات عدد 5 - صالون - غرف معيشة عدد 2 - مطبخ - ترسات عدد 2 - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات رخام - وحدات تكييف - تدفئة - خزائن بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلكوس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%8A%D8%A7%D8%AA-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-240%D9%85/HMM-S-6751,3,4,240.0,,,155000,0,0,طابق أخير مع روف,Duplex,"البنيات,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر ) - حمامات عدد 4 - صالون - غرف معيشة عدد 2 - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلكوس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%8A%D8%A7%D8%AA-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-205%D9%85/HMM-S-6752,3,3,205.0,,,125000,0,0,طابق ثاني,Normal,"البنيات,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر ) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلكوس
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AE%D9%84%D8%AF%D8%A7-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-189%D9%85/HMM-S-6761,3,3,189.0,,,165000,0,0,طابق أرضي,Normal,"خلدا,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر ) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,"السعر: 165,000 دينار اردني"
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D9%81%D9%86%D8%AF%D9%82-%D8%B1%D9%8A%D8%AA%D8%B2-%D9%83%D8%A7%D8%B1%D9%84%D8%AA%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-435%D9%85/HMM-S-6769,4,5,435.0,,,957000,0,0,طابق أخير مع روف,Duplex,"الدوار الخامس,  عمان,  الأردن",غرف نوم ماستر عدد 4 - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - ترس عدد 2 - مخزن - غرفة خادمه وغرفة غسيل - كراج عدد 2,
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-160%D9%85/HMM-S-6775,3,3,160.0,,,127000,0,0,طابق شبه أرضي,Normal,"الحمر,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - غرفة غسيل وغرفة خادمة - مخزن,أرضيات بورسلان - تأسيس تكييف - تدفئة - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - إنارة مخفية - زجاج دبل
